testtopic	questionid	question	optiona	optionb	optionc	optiond	optione	optionf
Advanced-Java-Test-15	16322	JDBC 2.0 API has the ability to create scrollable ResultSet. Which of the following will create the same?	"Statement st=con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE,ResultSet.CONCUR_READ_ONLY); <br>ResultSet srs=st.executeQuery(""SELECT CUS_NAME,PRICE FROM CUSTOMER"");"	"Statement st=con.createStatement(ResultSet.TYPE_SCROLL,ResultSet.CONCUR_READ_ONLY); <br>ResultSet srs=st.executeQuery(""SELECT CUS_NAME,PRICE FROM CUSTOMER"");"	"Statement st=con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE,srs.CONCUR_READ_ONLY); <br>ResultSet srs=st.executeQuery(""SELECT CUS_NAME,PRICE FROM CUSTOMER"");"	"Statement st=con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE,ResultSet.CONCUR_READ_ONLY); <br>ResultSet srs=st.executeUpdate(""SELECT CUS_NAME,PRICE FROM CUSTOMER"");"	"Statement st=con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE,ResultSet.CONCUR_READ_ONLY); <br>ResultSet srs=st.executeUpdate(""SELECT CUS_NAME, CUSTOMER"");"	
Advanced-Java-Test-15	16323	You want to use transaction without connecting to a database every time a page is requested. Which of the following is a suitable solution?	Synchronise doPost()	Create new connection for each transaction	Create a pool of Connection objects	Create a single connection object in the init () method and implement SingleThreadModel	Create a single connection object in the init () method and implement DoubleThreadModel <br>	
Advanced-Java-Test-15	16324	In case of remote method call, remote objects are passed by: <br>	Value	Reference	Fertilizable object	Value or reference	Class <br>	
Advanced-Java-Test-15	16325	Your project leader has asked you to extend the transaction across multiple page requests & multiple servlets. Which of the following will you use?  <br>	Synchronise doPost()	Create new connection for each transaction	Implement session tracking and use HttpSession object to hold onto connection for each user	Create a single connection object in the init () method and implement SingleThreadModel	Synchronise doGet () <br>	
Advanced-Java-Test-15	16326	Which of the following is dummy reference for the client system? <br>	Skel object	Stone object	Stub object	stub() method	skel() method <br>	
Advanced-Java-Test-15	16329	In your RMI application, network data destined for a particular object received by an object is known as:	Skeleton object	Stub object	skeleton() method	stub() method	RMI object	
Advanced-Java-Test-15	16330	Network data is translated into Java objects before calling the target method by an object known as: <br>	Skeleton object	Stub object	skeleton() method	stub() method	RMI object <br>	
Advanced-Java-Test-15	16331	Which of the following is true about the skeleton object?	Can only return a value	Can only throw an exception	Get a value or an exception	Return skel object	Return stub object	
Advanced-Java-Test-15	16332	You want to access the database directly without using any additional software except Java. Which type of driver will you use?	JDBC-ODBC Bridge Driver	Native-API Partly-Java Driver	Net-Protocol All-Java Driver	Native-Protocol All-Java Driver	Native-Protocol Part-Java Driver <br>	
Advanced-Java-Test-15	16334	How can you make callbacks if the client is behind the firewall?	By using arbitrary socket	Using trusted socket	It is not possible	Only possible in case of applets	Using packet filters	
Advanced-Java-Test-15	16337	SQLException has a feature of chaining. Identify the right code to execute the same from the following options: <br>	"catch(SQLException e) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;while((e=e.getNextException())!=null) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>"	"catch(SQLException e) <br>{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getNextException()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;while((e=e.getMessage())!=null) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>"	"catch(SQLException e) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;while((e=e.getEncapsulatedException())!=null) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}"	"catch(ClassNotFoundException e) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;while((e=e.getNextException())!=null) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}"	"catch(ClassNotFoundException e){ <br> <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;out.println(e.getMessage()); <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>} <br>"	
Advanced-Java-Test-15	16339	Which of the following is not required while you are developing a bean? <br>	Implementation of Serializable	Default constructor	Introspection ability	Delegation model	Implementation of SingleThreadModel <br>	
Advanced-Java-Test-15	16340	Central Abstraction in Servlet API is:<br>	Servlet Interface	GenericServlet	HttpServlet	Servlet package	Servlet object	
Advanced-Java-Test-15	16341	Which of the following is the correct syntax of init() method in Servlet Interface? <br>	public abstract void init(ServletConfig cof) throws ServletException	public abstract void init(ServletConfig cof)	public void init() throws ServletException	public void init(ServletConfig cof) throws ServletException	public void init(ServletConfig) throws ServletException <br>	
Advanced-Java-Test-15	16342	When a servlet accepts call from a client, it receives: <br>	Two objects - ServletRequest & ServletResponse	ServletRequest object	ServletResponse object	ServletRequest or ServletResponse	ServletConfig object	
Advanced-Java-Test-15	16343	You want to set the content length & MIME type for reply to the client. Which of the following will be used to achieve this? <br>	ServletRequest Interface	ServletResponse Interface	Servlet Interface	SingleThreadModel Interface	ServletResponse object <br> <br>	
Advanced-Java-Test-15	16344	Default Error number in case of Servlet Request & Servlet Response is:	404	400	444	500	200	
Advanced-Java-Test-15	16345	To load a servlet repeatedly, which of the following objects will be used?<br>	ClassLoader object	custom ClassLoader object	ClassAnalyzer object	Class object	ClassDescriptor<br>	
Advanced-Java-Test-15	16346	Which of the following is true? <br>	Each registered name for a servlet is associated with one instance of the servlet	Each registered name for a classloader is associated with one instance of the servlet	Each registered name for a servlet is associated with two instances of the servlet	Each registered name for a servlet is not associated even with one instance of the servlet	Each alias for a servlet is associated with one instance of the servlet <br> <br>	
Advanced-Java-Test-15	16347	Which of the following is the correct syntax for creating a Session object?	"HttpSession ses=request.getSession(true);"	"HttpSession ses=getSession(true);"	"HttpSession ses=request.getSession();"	"HttpSession ses=request.getSessionObject(true);"	"HttpSession ses=response.getSession(true);"	
Advanced-Java-Test-15	16348	" Choose the right syntax for preparedStatement using ? as a placeholder for values namely CUSTOMER_ID,PRICE to be subsituted while inserting values in the table ORDER: <br> <br>PreparedStatement ps=con.prepareStatement(""INSERT INTO ORDER (CUSTOMER_ID ,PRICE) VALUES(?,?)""); <br>"	"ps.clearParameters(); <br>ps.setInt(1,3); <br>ps.setDouble(2,790.50); <br>ps.executeUpdate(sql); <br>"	"ps.clearParameters(); <br>ps.setInt(1,3); <br>ps.setDouble(2,790.50); <br>ps.executeUpdate(); <br>"	"ps.clear(); <br>ps.setInt(1,3); <br>ps.setDouble(2,790.50); <br>ps.executeUpdate(sql); <br>"	"ps.clearParameters(); <br>ps.setInt(1,3.09); <br>ps.setDouble(2,790.50); <br>ps.execute(sql); <br>"	"ps.clearParameters(); <br>ps.setInt(1,3.09); <br>ps.set(2,790.50); <br>ps.execute(sql); <br>"	
Advanced-Java-Test-15	16349	 Skeleton translates the return value or exception into:	Encrypted format	Decrypted format	Network format	File format	Data format <br>	
Advanced-Java-Test-15	16350	 OQL stands for: <br>	Object Query language	Object Queue language	Objective Query language	Objective Queue language	Object Quote language <br>	
Advanced-Java-Test-15	72819	How would you use a bean in a JSP page?<br>	"&lt;jsp:useBean name=""houseLotBean"" scope=""response"" class=""session.Realestate""/&gt;"	"&lt;jsp:useBean id=""houseLotBean"" scope=""session""&gt;&lt;jsp:useBean&gt;"	"&lt;jsp:useBean id=""houseLotBean"" scope=""session""class=""session.Realestate""/&gt;"	"&lt;jsp:useBean scope=""session"" class=""session.Realestate""/&gt;<br>"		
Advanced-Java-Test-15	72820	Assuming the tag library is in place and the tag handler is correct, which of the following is the correct way to use a custom tag in a JSP page?<br>	"&lt;yourLibrary=""whatColorlslt"" color=""red""/&gt;"	"&lt;yourLibrary:whatColorlslt color=""red""/&gt;"	"&lt;yourLibrary color=""red""/&gt;"	"&lt;yourLibrary.whatColorlslt color=""red""/&gt;<br>"		
